,Point.Forecast,Lo.80,Hi.80,Lo.95,Hi.95,,,Lo.80,Hi.80,Lo.95,Hi.95
41972,2217.530197,-1857.13098,6292.191375,-4014.126314,8449.186708,,,,,,
41973,2217.530197,-1859.732187,6294.792581,-4018.104516,8453.16491,,,,,,
41974,2217.530197,-1862.331735,6297.392129,-4022.080182,8457.140576,,,,,,
41975,2217.530197,-1864.929628,6299.990022,-4026.053316,8461.11371,,,,,,
41976,2217.530197,-1867.525869,6302.586263,-4030.023923,8465.084317,,,,,,
41977,2217.530197,-1870.120461,6305.180855,-4033.992009,8469.052403,,,,,,
41978,2217.530197,-1872.713406,6307.773801,-4037.957578,8473.017972,,,,,,
41979,2217.530197,-1875.30471,6310.365104,-4041.920634,8476.981028,,,,,,
41980,2217.530197,-1877.894373,6312.954767,-4045.881182,8480.941577,,,,,,
41981,2217.530197,-1880.4824,6315.542794,-4049.839228,8484.899622,,,,,,
41982,2217.530197,-1883.068794,6318.129188,-4053.794776,8488.85517,,,,,,
41983,2217.530197,-1885.653557,6320.713951,-4057.747831,8492.808225,,,,,,
41984,2217.530197,-1888.236694,6323.297088,-4061.698397,8496.758791,,,,,,
41985,2217.530197,-1890.818206,6325.8786,-4065.646478,8500.706873,,,,,,
41986,2217.530197,-1893.398097,6328.458491,-4069.592081,8504.652475,,,,,,
41987,2217.530197,-1895.976369,6331.036763,-4073.535209,8508.595603,,,,,,
41988,2217.530197,-1898.553027,6333.613421,-4077.475867,8512.536261,,,,,,
41989,2217.530197,-1901.128073,6336.188467,-4081.41406,8516.474454,,,,,,
41990,2217.530197,-1903.70151,6338.761904,-4085.349792,8520.410187,,,,,,
41991,2217.530197,-1906.273341,6341.333735,-4089.283069,8524.343463,,,,,,
41992,2217.530197,-1908.843569,6343.903963,-4093.213893,8528.274287,,,,,,
41993,2217.530197,-1911.412197,6346.472591,-4097.142271,8532.202665,,,,,,
41994,2217.530197,-1913.979229,6349.039623,-4101.068206,8536.1286,,,,,,
41995,2217.530197,-1916.544666,6351.60506,-4104.991704,8540.052098,,,,,,
41996,2217.530197,-1919.108512,6354.168906,-4108.912768,8543.973162,,,,,,
41997,2217.530197,-1921.67077,6356.731164,-4112.831404,8547.891798,,,,,,
41998,2217.530197,-1924.231443,6359.291837,-4116.747615,8551.808009,,,,,,
41999,2217.530197,-1926.790534,6361.850928,-4120.661407,8555.721801,,,,,,
42000,2217.530197,-1929.348045,6364.40844,-4124.572783,8559.633178,,,,,,
42001,2217.530197,-1931.903981,6366.964375,-4128.481749,8563.542143,,,,,,
42002,2217.530197,-1934.458343,6369.518737,-4132.388308,8567.448702,,,,,,
42003,2217.530197,-1937.011134,6372.071528,-4136.292466,8571.35286,,,,,,
42004,2217.530197,-1939.562358,6374.622752,-4140.194226,8575.25462,,,,,,
42005,2217.530197,-1942.112017,6377.172411,-4144.093593,8579.153987,,,,,,
42006,2217.530197,-1944.660114,6379.720508,-4147.990571,8583.050965,,,,,,
42007,2217.530197,-1947.206652,6382.267046,-4151.885165,8586.945559,,,,,,
42008,2217.530197,-1949.751634,6384.812028,-4155.777379,8590.837773,,,,,,
42009,2217.530197,-1952.295062,6387.355456,-4159.667217,8594.727612,,,,,,
42010,2217.530197,-1954.836941,6389.897335,-4163.554685,8598.615079,,,,,,
42011,2217.530197,-1957.377271,6392.437665,-4167.439785,8602.500179,,,,,,
42012,2217.530197,-1959.916057,6394.976451,-4171.322523,8606.382917,,,,,,
42013,2217.530197,-1962.453301,6397.513695,-4175.202903,8610.263297,,,,,,
42014,2217.530197,-1964.989006,6400.0494,-4179.080928,8614.141322,,,,,,
42015,2217.530197,-1967.523174,6402.583568,-4182.956604,8618.016998,,,,,,
42016,2217.530197,-1970.055809,6405.116203,-4186.829935,8621.890329,,,,,,
42017,2217.530197,-1972.586913,6407.647307,-4190.700924,8625.761318,,,,,,
42018,2217.530197,-1975.116489,6410.176883,-4194.569577,8629.629971,,,,,,
42019,2217.530197,-1977.644539,6412.704933,-4198.435897,8633.496291,,,,,,
42020,2217.530197,-1980.171067,6415.231461,-4202.299888,8637.360282,,,,,,
42021,2217.530197,-1982.696076,6417.75647,-4206.161555,8641.221949,,,,,,
42022,2217.530197,-1985.219567,6420.279961,-4210.020902,8645.081296,,,,,,
42023,2217.530197,-1987.741544,6422.801938,-4213.877933,8648.938327,,,,,,
42024,2217.530197,-1990.26201,6425.322404,-4217.732653,8652.793047,,,,,,
42025,2217.530197,-1992.780966,6427.84136,-4221.585064,8656.645458,,,,,,
42026,2217.530197,-1995.298417,6430.358811,-4225.435173,8660.495567,,,,,,
42027,2217.530197,-1997.814364,6432.874758,-4229.282982,8664.343376,,,,,,
42028,2217.530197,-2000.32881,6435.389204,-4233.128495,8668.188889,,,,,,
42029,2217.530197,-2002.841758,6437.902152,-4236.971718,8672.032112,,,,,,
42030,2217.530197,-2005.353211,6440.413605,-4240.812654,8675.873048,,,,,,
42031,2217.530197,-2007.863171,6442.923565,-4244.651306,8679.7117,,,,,,
42032,2217.530197,-2010.371641,6445.432035,-4248.48768,8683.548074,,,,,,
42033,2217.530197,-2012.878624,6447.939018,-4252.321779,8687.382173,,,,,,
42034,2217.530197,-2015.384122,6450.444516,-4256.153607,8691.214001,,,,,,
42035,2217.530197,-2017.888137,6452.948531,-4259.983169,8695.043563,,,,,,
42036,2217.530197,-2020.390673,6455.451067,-4263.810467,8698.870861,,,,,,
42037,2217.530197,-2022.891733,6457.952127,-4267.635507,8702.695901,,,,,,
42038,2217.530197,-2025.391317,6460.451712,-4271.458293,8706.518687,,,,,,
42039,2217.530197,-2027.889431,6462.949825,-4275.278827,8710.339221,,,,,,
42040,2217.530197,-2030.386075,6465.446469,-4279.097115,8714.157509,,,,,,
42041,2217.530197,-2032.881252,6467.941647,-4282.91316,8717.973554,,,,,,
42042,2217.530197,-2035.374966,6470.43536,-4286.726966,8721.78736,,,,,,
42043,2217.530197,-2037.867219,6472.927613,-4290.538537,8725.598931,,,,,,
42044,2217.530197,-2040.358012,6475.418406,-4294.347877,8729.408271,,,,,,
42045,2217.530197,-2042.84735,6477.907744,-4298.15499,8733.215384,,,,,,
42046,2217.530197,-2045.335233,6480.395627,-4301.95988,8737.020274,,,,,,
42047,2217.530197,-2047.821666,6482.88206,-4305.76255,8740.822944,,,,,,
42048,2217.530197,-2050.30665,6485.367044,-4309.563005,8744.623399,,,,,,
42049,2217.530197,-2052.790188,6487.850582,-4313.361249,8748.421643,,,,,,
42050,2217.530197,-2055.272282,6490.332676,-4317.157285,8752.217679,,,,,,
42051,2217.530197,-2057.752936,6492.81333,-4320.951116,8756.011511,,,,,,
42052,2217.530197,-2060.23215,6495.292544,-4324.742748,8759.803142,,,,,,
42053,2217.530197,-2062.709929,6497.770323,-4328.532184,8763.592578,,,,,,
42054,2217.530197,-2065.186275,6500.246669,-4332.319427,8767.379821,,,,,,
42055,2217.530197,-2067.661189,6502.721583,-4336.104482,8771.164876,,,,,,
42056,2217.530197,-2070.134675,6505.195069,-4339.887352,8774.947746,,,,,,
42057,2217.530197,-2072.606734,6507.667128,-4343.668041,8778.728435,,,,,,
42058,2217.530197,-2075.07737,6510.137764,-4347.446553,8782.506947,,,,,,
42059,2217.530197,-2077.546585,6512.606979,-4351.222891,8786.283285,,,,,,
42060,2217.530197,-2080.014381,6515.074775,-4354.997059,8790.057453,,,,,,
42061,2217.530197,-2082.480761,6517.541155,-4358.769062,8793.829456,,,,,,
42062,2217.530197,-2084.945727,6520.006121,-4362.538902,8797.599296,,,,,,
42063,2217.530197,-2087.409281,6522.469675,-4366.306583,8801.366977,,,,,,
42064,2217.530197,-2089.871427,6524.931821,-4370.07211,8805.132504,,,,,,
42065,2217.530197,-2092.332166,6527.39256,-4373.835486,8808.89588,,,,,,
42066,2217.530197,-2094.791501,6529.851895,-4377.596714,8812.657108,,,,,,
42067,2217.530197,-2097.249434,6532.309828,-4381.355798,8816.416192,,,,,,
42068,2217.530197,-2099.705967,6534.766361,-4385.112742,8820.173136,,,,,,
42069,2217.530197,-2102.161104,6537.221498,-4388.867549,8823.927943,,,,,,
42070,2217.530197,-2104.614846,6539.67524,-4392.620224,8827.680618,,,,,,
42071,2217.530197,-2107.067196,6542.12759,-4396.370769,8831.431163,,,,,,
42072,2217.530197,-2109.518156,6544.57855,-4400.119189,8835.179583,,,,,,
42073,2217.530197,-2111.967728,6547.028122,-4403.865487,8838.925881,,,,,,
42074,2217.530197,-2114.415916,6549.47631,-4407.609666,8842.67006,,,,,,
42075,2217.530197,-2116.86272,6551.923114,-4411.351731,8846.412125,,,,,,
42076,2217.530197,-2119.308144,6554.368538,-4415.091684,8850.152078,,,,,,
42077,2217.530197,-2121.75219,6556.812584,-4418.82953,8853.889924,,,,,,
42078,2217.530197,-2124.19486,6559.255254,-4422.565271,8857.625666,,,,,,
42079,2217.530197,-2126.636157,6561.696551,-4426.298912,8861.359307,,,,,,
42080,2217.530197,-2129.076082,6564.136476,-4430.030456,8865.09085,,,,,,
42081,2217.530197,-2131.514639,6566.575033,-4433.759907,8868.820301,,,,,,
42082,2217.530197,-2133.951829,6569.012223,-4437.487267,8872.547661,,,,,,
42083,2217.530197,-2136.387655,6571.448049,-4441.212541,8876.272936,,,,,,
42084,2217.530197,-2138.822118,6573.882513,-4444.935733,8879.996127,,,,,,
42085,2217.530197,-2141.255223,6576.315617,-4448.656844,8883.717238,,,,,,
42086,2217.530197,-2143.686969,6578.747363,-4452.37588,8887.436274,,,,,,
42087,2217.530197,-2146.117361,6581.177755,-4456.092843,8891.153237,,,,,,
42088,2217.530197,-2148.546399,6583.606794,-4459.807737,8894.868131,,,,,,
42089,2217.530197,-2150.974087,6586.034482,-4463.520565,8898.580959,,,,,,
42090,2217.530197,-2153.400427,6588.460821,-4467.231332,8902.291726,,,,,,
42091,2217.530197,-2155.825421,6590.885815,-4470.940039,8906.000433,,,,,,
42092,2217.530197,-2158.24907,6593.309464,-4474.646691,8909.707085,,,,,,
42093,2217.530197,-2160.671378,6595.731772,-4478.351292,8913.411686,,,,,,
42094,2217.530197,-2163.092347,6598.152741,-4482.053843,8917.114238,,,,,,
42095,2217.530197,-2165.511978,6600.572372,-4485.75435,8920.814744,,,,,,
42096,2217.530197,-2167.930274,6602.990668,-4489.452815,8924.513209,,,,,,
42097,2217.530197,-2170.347238,6605.407632,-4493.149242,8928.209636,,,,,,
42098,2217.530197,-2172.762871,6607.823265,-4496.843634,8931.904028,,,,,,
42099,2217.530197,-2175.177175,6610.237569,-4500.535994,8935.596388,,,,,,
42100,2217.530197,-2177.590153,6612.650547,-4504.226325,8939.28672,,,,,,
42101,2217.530197,-2180.001808,6615.062202,-4507.914632,8942.975026,,,,,,
42102,2217.530197,-2182.41214,6617.472534,-4511.600918,8946.661312,,,,,,
42103,2217.530197,-2184.821153,6619.881547,-4515.285185,8950.345579,,,,,,
42104,2217.530197,-2187.228848,6622.289242,-4518.967437,8954.027831,,,,,,
42105,2217.530197,-2189.635228,6624.695622,-4522.647677,8957.708071,,,,,,
42106,2217.530197,-2192.040294,6627.100688,-4526.325909,8961.386303,,,,,,
42107,2217.530197,-2194.44405,6629.504444,-4530.002136,8965.06253,,,,,,
42108,2217.530197,-2196.846497,6631.906891,-4533.676361,8968.736755,,,,,,
42109,2217.530197,-2199.247637,6634.308031,-4537.348588,8972.408982,,,,,,
42110,2217.530197,-2201.647472,6636.707866,-4541.018819,8976.079213,,,,,,
42111,2217.530197,-2204.046005,6639.106399,-4544.687058,8979.747452,,,,,,
42112,2217.530197,-2206.443237,6641.503631,-4548.353309,8983.413703,,,,,,
42113,2217.530197,-2208.839171,6643.899565,-4552.017573,8987.077968,,,,,,
42114,2217.530197,-2211.233809,6646.294203,-4555.679856,8990.74025,,,,,,
42115,2217.530197,-2213.627152,6648.687546,-4559.340159,8994.400553,,,,,,
42116,2217.530197,-2216.019204,6651.079598,-4562.998487,8998.058881,,,,,,
42117,2217.530197,-2218.409966,6653.47036,-4566.654842,9001.715236,,,,,,
42118,2217.530197,-2220.79944,6655.859834,-4570.309227,9005.369621,,,,,,
42119,2217.530197,-2223.187628,6658.248022,-4573.961646,9009.02204,,,,,,
42120,2217.530197,-2225.574533,6660.634927,-4577.612101,9012.672495,,,,,,
42121,2217.530197,-2227.960156,6663.02055,-4581.260597,9016.320991,,,,,,
42122,2217.530197,-2230.3445,6665.404894,-4584.907136,9019.96753,,,,,,
42123,2217.530197,-2232.727566,6667.78796,-4588.551721,9023.612115,,,,,,
42124,2217.530197,-2235.109356,6670.16975,-4592.194355,9027.254749,,,,,,
42125,2217.530197,-2237.489874,6672.550268,-4595.835042,9030.895436,,,,,,
42126,2217.530197,-2239.869119,6674.929514,-4599.473785,9034.534179,,,,,,
42127,2217.530197,-2242.247096,6677.30749,-4603.110586,9038.17098,,,,,,
42128,2217.530197,-2244.623805,6679.684199,-4606.745449,9041.805843,,,,,,
42129,2217.530197,-2246.999249,6682.059644,-4610.378377,9045.438772,,,,,,
42130,2217.530197,-2249.37343,6684.433824,-4614.009374,9049.069768,,,,,,
42131,2217.530197,-2251.74635,6686.806744,-4617.638441,9052.698835,,,,,,
42132,2217.530197,-2254.11801,6689.178404,-4621.265583,9056.325977,,,,,,
42133,2217.530197,-2256.488414,6691.548808,-4624.890802,9059.951196,,,,,,
42134,2217.530197,-2258.857562,6693.917956,-4628.514101,9063.574495,,,,,,
42135,2217.530197,-2261.225456,6696.28585,-4632.135483,9067.195877,,,,,,
42136,2217.530197,-2263.5921,6698.652494,-4635.754952,9070.815346,,,,,,
42137,2217.530197,-2265.957494,6701.017888,-4639.372511,9074.432905,,,,,,
42138,2217.530197,-2268.321641,6703.382035,-4642.988162,9078.048556,,,,,,
42139,2217.530197,-2270.684543,6705.744937,-4646.601908,9081.662302,,,,,,
42140,2217.530197,-2273.046201,6708.106595,-4650.213753,9085.274147,,,,,,
42141,2217.530197,-2275.406618,6710.467012,-4653.823699,9088.884093,,,,,,
42142,2217.530197,-2277.765796,6712.82619,-4657.43175,9092.492144,,,,,,
42143,2217.530197,-2280.123736,6715.18413,-4661.037908,9096.098302,,,,,,
42144,2217.530197,-2282.480441,6717.540835,-4664.642177,9099.702571,,,,,,
42145,2217.530197,-2284.835912,6719.896306,-4668.244559,9103.304953,,,,,,
42146,2217.530197,-2287.190151,6722.250545,-4671.845057,9106.905451,,,,,,
42147,2217.530197,-2289.543161,6724.603555,-4675.443675,9110.504069,,,,,,
42148,2217.530197,-2291.894942,6726.955337,-4679.040415,9114.100809,,,,,,
42149,2217.530197,-2294.245498,6729.305892,-4682.63528,9117.695674,,,,,,
42150,2217.530197,-2296.59483,6731.655224,-4686.228273,9121.288667,,,,,,
42151,2217.530197,-2298.94294,6734.003334,-4689.819397,9124.879791,,,,,,
42152,2217.530197,-2301.28983,6736.350224,-4693.408656,9128.46905,,,,,,
42153,2217.530197,-2303.635502,6738.695896,-4696.996051,9132.056445,,,,,,
42154,2217.530197,-2305.979957,6741.040351,-4700.581585,9135.64198,,,,,,
42155,2217.530197,-2308.323198,6743.383592,-4704.165263,9139.225657,,,,,,
42156,2217.530197,-2310.665226,6745.72562,-4707.747086,9142.80748,,,,,,
42157,2217.530197,-2313.006043,6748.066437,-4711.327057,9146.387451,,,,,,
42158,2217.530197,-2315.345652,6750.406046,-4714.90518,9149.965574,,,,,,
42159,2217.530197,-2317.684054,6752.744448,-4718.481457,9153.541851,,,,,,
42160,2217.530197,-2320.02125,6755.081644,-4722.055891,9157.116285,,,,,,
42161,2217.530197,-2322.357244,6757.417638,-4725.628484,9160.688878,,,,,,
42162,2217.530197,-2324.692036,6759.75243,-4729.19924,9164.259635,,,,,,
42163,2217.530197,-2327.025628,6762.086022,-4732.768162,9167.828556,,,,,,
42164,2217.530197,-2329.358023,6764.418417,-4736.335252,9171.395646,,,,,,
42165,2217.530197,-2331.689222,6766.749616,-4739.900514,9174.960908,,,,,,
42166,2217.530197,-2334.019227,6769.079621,-4743.463949,9178.524343,,,,,,
42167,2217.530197,-2336.34804,6771.408434,-4747.025561,9182.085955,,,,,,
42168,2217.530197,-2338.675663,6773.736057,-4750.585352,9185.645746,,,,,,
42169,2217.530197,-2341.002097,6776.062491,-4754.143326,9189.20372,,,,,,
42170,2217.530197,-2343.327344,6778.387738,-4757.699485,9192.759879,,,,,,
42171,2217.530197,-2345.651407,6780.711801,-4761.253832,9196.314226,,,,,,
42172,2217.530197,-2347.974286,6783.03468,-4764.80637,9199.866764,,,,,,
42173,2217.530197,-2350.295984,6785.356378,-4768.357101,9203.417495,,,,,,
42174,2217.530197,-2352.616503,6787.676897,-4771.906028,9206.966422,,,,,,
42175,2217.530197,-2354.935844,6789.996238,-4775.453154,9210.513548,,,,,,
42176,2217.530197,-2357.254009,6792.314403,-4778.998482,9214.058876,,,,,,
42177,2217.530197,-2359.571,6794.631395,-4782.542014,9217.602408,,,,,,
42178,2217.530197,-2361.886819,6796.947213,-4786.083753,9221.144147,,,,,,
42179,2217.530197,-2364.201468,6799.261862,-4789.623702,9224.684096,,,,,,
42180,2217.530197,-2366.514947,6801.575341,-4793.161864,9228.222258,,,,,,
42181,2217.530197,-2368.82726,6803.887654,-4796.698241,9231.758635,,,,,,
42182,2217.530197,-2371.138407,6806.198801,-4800.232836,9235.29323,,,,,,
42183,2217.530197,-2373.448391,6808.508785,-4803.765651,9238.826045,,,,,,
42184,2217.530197,-2375.757213,6810.817607,-4807.29669,9242.357084,,,,,,
42185,2217.530197,-2378.064876,6813.12527,-4810.825955,9245.886349,,,,,,
42186,2217.530197,-2380.37138,6815.431774,-4814.353449,9249.413843,,,,,,
42187,2217.530197,-2382.676727,6817.737121,-4817.879173,9252.939568,,,,,,
42188,2217.530197,-2384.98092,6820.041314,-4821.403132,9256.463526,,,,,,
42189,2217.530197,-2387.28396,6822.344354,-4824.925328,9259.985722,,,,,,
42190,2217.530197,-2389.585849,6824.646243,-4828.445763,9263.506157,,,,,,
42191,2217.530197,-2391.886588,6826.946982,-4831.96444,9267.024834,,,,,,
42192,2217.530197,-2394.186179,6829.246573,-4835.481361,9270.541755,,,,,,
42193,2217.530197,-2396.484624,6831.545018,-4838.99653,9274.056924,,,,,,
42194,2217.530197,-2398.781925,6833.842319,-4842.509948,9277.570342,,,,,,
42195,2217.530197,-2401.078083,6836.138477,-4846.021619,9281.082013,,,,,,
42196,2217.530197,-2403.3731,6838.433494,-4849.531544,9284.591939,,,,,,
42197,2217.530197,-2405.666978,6840.727372,-4853.039728,9288.100122,,,,,,
42198,2217.530197,-2407.959718,6843.020112,-4856.546172,9291.606566,,,,,,
42199,2217.530197,-2410.251323,6845.311717,-4860.050878,9295.111272,,,,,,
42200,2217.530197,-2412.541793,6847.602187,-4863.55385,9298.614244,,,,,,
42201,2217.530197,-2414.831131,6849.891525,-4867.05509,9302.115484,,,,,,
42202,2217.530197,-2417.119337,6852.179731,-4870.5546,9305.614994,,,,,,
42203,2217.530197,-2419.406415,6854.466809,-4874.052383,9309.112778,,,,,,
42204,2217.530197,-2421.692365,6856.752759,-4877.548442,9312.608837,,,,,,
42205,2217.530197,-2423.977189,6859.037584,-4881.04278,9316.103174,,,,,,
42206,2217.530197,-2426.26089,6861.321284,-4884.535398,9319.595792,,,,,,
42207,2217.530197,-2428.543467,6863.603861,-4888.026299,9323.086693,,,,,,
42208,2217.530197,-2430.824924,6865.885318,-4891.515486,9326.57588,,,,,,
42209,2217.530197,-2433.105262,6868.165656,-4895.002961,9330.063355,,,,,,
42210,2217.530197,-2435.384481,6870.444876,-4898.488727,9333.549121,,,,,,
42211,2217.530197,-2437.662586,6872.72298,-4901.972787,9337.033181,,,,,,
42212,2217.530197,-2439.939575,6874.999969,-4905.455142,9340.515536,,,,,,
42213,2217.530197,-2442.215452,6877.275847,-4908.935796,9343.99619,,,,,,
42214,2217.530197,-2444.490219,6879.550613,-4912.41475,9347.475145,,,,,,
42215,2217.530197,-2446.763875,6881.824269,-4915.892008,9350.952402,,,,,,
42216,2217.530197,-2449.036424,6884.096818,-4919.367572,9354.427966,,,,,,
42217,2217.530197,-2451.307867,6886.368261,-4922.841444,9357.901838,,,,,,
42218,2217.530197,-2453.578205,6888.638599,-4926.313627,9361.374021,,,,,,
42219,2217.530197,-2455.84744,6890.907834,-4929.784122,9364.844516,,,,,,
42220,2217.530197,-2458.115574,6893.175968,-4933.252934,9368.313328,,,,,,
42221,2217.530197,-2460.382609,6895.443003,-4936.720064,9371.780458,,,,,,
42222,2217.530197,-2462.648545,6897.708939,-4940.185514,9375.245908,,,,,,
42223,2217.530197,-2464.913384,6899.973778,-4943.649287,9378.709681,,,,,,
42224,2217.530197,-2467.177129,6902.237523,-4947.111386,9382.17178,,,,,,
42225,2217.530197,-2469.43978,6904.500174,-4950.571812,9385.632206,,,,,,
42226,2217.530197,-2471.70134,6906.761734,-4954.030569,9389.090963,,,,,,
42227,2217.530197,-2473.961809,6909.022203,-4957.487658,9392.548052,,,,,,
42228,2217.530197,-2476.221189,6911.281584,-4960.943083,9396.003477,,,,,,
42229,2217.530197,-2478.479483,6913.539877,-4964.396845,9399.457239,,,,,,
42230,2217.530197,-2480.736691,6915.797085,-4967.848947,9402.909341,,,,,,
42231,2217.530197,-2482.992815,6918.053209,-4971.299391,9406.359785,,,,,,
42232,2217.530197,-2485.247857,6920.308251,-4974.74818,9409.808574,,,,,,
42233,2217.530197,-2487.501818,6922.562212,-4978.195316,9413.25571,,,,,,
42234,2217.530197,-2489.7547,6924.815094,-4981.640801,9416.701195,,,,,,
42235,2217.530197,-2492.006504,6927.066898,-4985.084638,9420.145032,,,,,,
42236,2217.530197,-2494.257232,6929.317626,-4988.52683,9423.587224,,,,,,
42237,2217.530197,-2496.506885,6931.567279,-4991.967377,9427.027772,,,,,,
42238,2217.530197,-2498.755466,6933.81586,-4995.406284,9430.466678,,,,,,
42239,2217.530197,-2501.002974,6936.063368,-4998.843552,9433.903946,,,,,,
42240,2217.530197,-2503.249413,6938.309807,-5002.279184,9437.339578,,,,,,
42241,2217.530197,-2505.494783,6940.555177,-5005.713181,9440.773575,,,,,,
42242,2217.530197,-2507.739086,6942.799481,-5009.145547,9444.205941,,,,,,
42243,2217.530197,-2509.982324,6945.042718,-5012.576283,9447.636677,,,,,,
42244,2217.530197,-2512.224498,6947.284892,-5016.005392,9451.065786,,,,,,
42245,2217.530197,-2514.46561,6949.526004,-5019.432876,9454.49327,,,,,,
42246,2217.530197,-2516.70566,6951.766054,-5022.858738,9457.919132,,,,,,
42247,2217.530197,-2518.944651,6954.005045,-5026.282979,9461.343373,,,,,,
42248,2217.530197,-2521.182584,6956.242979,-5029.705603,9464.765997,,,,,,
42249,2217.530197,-2523.419461,6958.479855,-5033.12661,9468.187005,,,,,,
42250,2217.530197,-2525.655283,6960.715677,-5036.546005,9471.606399,,,,,,
42251,2217.530197,-2527.890052,6962.950446,-5039.963789,9475.024183,,,,,,
42252,2217.530197,-2530.123768,6965.184162,-5043.379963,9478.440357,,,,,,
42253,2217.530197,-2532.356435,6967.416829,-5046.794532,9481.854926,,,,,,
42254,2217.530197,-2534.588052,6969.648446,-5050.207495,9485.26789,,,,,,
42255,2217.530197,-2536.818621,6971.879015,-5053.618857,9488.679252,,,,,,
42256,2217.530197,-2539.048145,6974.108539,-5057.02862,9492.089014,,,,,,
42257,2217.530197,-2541.276624,6976.337018,-5060.436784,9495.497178,,,,,,
42258,2217.530197,-2543.50406,6978.564454,-5063.843354,9498.903748,,,,,,
42259,2217.530197,-2545.730455,6980.790849,-5067.24833,9502.308724,,,,,,
42260,2217.530197,-2547.955809,6983.016203,-5070.651716,9505.71211,,,,,,
42261,2217.530197,-2550.180125,6985.240519,-5074.053513,9509.113907,,,,,,
42262,2217.530197,-2552.403403,6987.463797,-5077.453724,9512.514118,,,,,,
42263,2217.530197,-2554.625646,6989.68604,-5080.852351,9515.912745,,,,,,
42264,2217.530197,-2556.846854,6991.907248,-5084.249396,9519.30979,,,,,,
42265,2217.530197,-2559.067029,6994.127423,-5087.644861,9522.705255,,,,,,
42266,2217.530197,-2561.286173,6996.346567,-5091.038748,9526.099143,,,,,,
42267,2217.530197,-2563.504287,6998.564681,-5094.431061,9529.491455,,,,,,
42268,2217.530197,-2565.721372,7000.781766,-5097.8218,9532.882194,,,,,,
42269,2217.530197,-2567.93743,7002.997824,-5101.210968,9536.271362,,,,,,
42270,2217.530197,-2570.152462,7005.212857,-5104.598568,9539.658962,,,,,,
42271,2217.530197,-2572.36647,7007.426865,-5107.984601,9543.044995,,,,,,
42272,2217.530197,-2574.579456,7009.63985,-5111.36907,9546.429464,,,,,,
42273,2217.530197,-2576.791419,7011.851813,-5114.751976,9549.81237,,,,,,
42274,2217.530197,-2579.002363,7014.062757,-5118.133323,9553.193717,,,,,,
42275,2217.530197,-2581.212288,7016.272682,-5121.513111,9556.573505,,,,,,
42276,2217.530197,-2583.421195,7018.481589,-5124.891344,9559.951738,,,,,,
42277,2217.530197,-2585.629087,7020.689481,-5128.268023,9563.328417,,,,,,
42278,2217.530197,-2587.835965,7022.896359,-5131.643151,9566.703545,,,,,,
42279,2217.530197,-2590.041829,7025.102223,-5135.016729,9570.077123,,,,,,
42280,2217.530197,-2592.246682,7027.307076,-5138.38876,9573.449154,,,,,,
42281,2217.530197,-2594.450524,7029.510918,-5141.759246,9576.81964,,,,,,
42282,2217.530197,-2596.653357,7031.713752,-5145.128189,9580.188584,,,,,,
42283,2217.530197,-2598.855183,7033.915578,-5148.495592,9583.555986,,,,,,
42284,2217.530197,-2601.056003,7036.116397,-5151.861455,9586.921849,,,,,,
42285,2217.530197,-2603.255819,7038.316213,-5155.225782,9590.286176,,,,,,
42286,2217.530197,-2605.45463,7040.515024,-5158.588575,9593.648969,,,,,,
42287,2217.530197,-2607.65244,7042.712834,-5161.949835,9597.010229,,,,,,
42288,2217.530197,-2609.849249,7044.909644,-5165.309565,9600.369959,,,,,,
42289,2217.530197,-2612.045059,7047.105454,-5168.667766,9603.72816,,,,,,
42290,2217.530197,-2614.239872,7049.300266,-5172.024442,9607.084836,,,,,,
42291,2217.530197,-2616.433687,7051.494081,-5175.379593,9610.439987,,,,,,
42292,2217.530197,-2618.626507,7053.686901,-5178.733222,9613.793616,,,,,,
42293,2217.530197,-2620.818334,7055.878728,-5182.085332,9617.145726,,,,,,
42294,2217.530197,-2623.009168,7058.069562,-5185.435923,9620.496317,,,,,,
42295,2217.530197,-2625.199011,7060.259405,-5188.784999,9623.845393,,,,,,
42296,2217.530197,-2627.387864,7062.448258,-5192.132561,9627.192955,,,,,,
42297,2217.530197,-2629.575729,7064.636123,-5195.478612,9630.539006,,,,,,
42298,2217.530197,-2631.762606,7066.823001,-5198.823152,9633.883546,,,,,,
42299,2217.530197,-2633.948498,7069.008892,-5202.166185,9637.226579,,,,,,
42300,2217.530197,-2636.133406,7071.1938,-5205.507713,9640.568107,,,,,,
42301,2217.530197,-2638.31733,7073.377724,-5208.847737,9643.908131,,,,,,
42302,2217.530197,-2640.500273,7075.560667,-5212.186259,9647.246653,,,,,,
42303,2217.530197,-2642.682235,7077.742629,-5215.523282,9650.583676,,,,,,
42304,2217.530197,-2644.863218,7079.923612,-5218.858808,9653.919202,,,,,,
42305,2217.530197,-2647.043223,7082.103617,-5222.192838,9657.253232,,,,,,
42306,2217.530197,-2649.222251,7084.282645,-5225.525375,9660.585769,,,,,,
42307,2217.530197,-2651.400305,7086.460699,-5228.85642,9663.916814,,,,,,
42308,2217.530197,-2653.577384,7088.637778,-5232.185976,9667.24637,,,,,,
42309,2217.530197,-2655.753491,7090.813885,-5235.514044,9670.574438,,,,,,
42310,2217.530197,-2657.928627,7092.989021,-5238.840627,9673.901021,,,,,,
42311,2217.530197,-2660.102792,7095.163187,-5242.165726,9677.22612,,,,,,
