Date,Time,Block,import
16-06-2016,22:45-23:00,92,1316
16-06-2016,23:00-23:15,93,1300
16-06-2016,23:15-23:30,94,1272
16-06-2016,23:30-23:45,95,1224
16-06-2016,23:45-00:00,96,1144
17-06-2016,00:00-00:15,1,1120
17-06-2016,00:15-00:30,2,1096
17-06-2016,00:30-00:45,3,1088
17-06-2016,00:45-01:00,4,1036
17-06-2016,01:00-01:15,5,972
17-06-2016,01:15-01:30,6,968
17-06-2016,01:30-01:45,7,956
17-06-2016,01:45-02:00,8,1056
17-06-2016,02:00-02:15,9,1040
17-06-2016,02:15-02:30,10,1032
17-06-2016,02:30-02:45,11,1028
17-06-2016,02:45-03:00,12,1008
17-06-2016,03:00-03:15,13,1012
17-06-2016,03:15-03:30,14,1008
17-06-2016,03:30-03:45,15,1020
17-06-2016,03:45-04:00,16,1012
17-06-2016,04:00-04:15,17,1012
17-06-2016,04:15-04:30,18,1004
17-06-2016,04:30-04:45,19,1000
17-06-2016,04:45-05:00,20,988
17-06-2016,05:00-05:15,21,992
17-06-2016,05:15-05:30,22,1004
17-06-2016,05:30-05:45,23,1012
17-06-2016,05:45-06:00,24,996
17-06-2016,06:00-06:15,25,980
17-06-2016,06:15-06:30,26,976
17-06-2016,06:30-06:45,27,988
17-06-2016,06:45-07:00,28,1024
17-06-2016,07:00-07:15,29,1044
17-06-2016,07:15-07:30,30,1144
17-06-2016,07:30-07:45,31,1268
17-06-2016,07:45-08:00,32,1332
17-06-2016,08:00-08:15,33,1372
17-06-2016,08:15-08:30,34,1416
17-06-2016,08:30-08:45,35,1508
17-06-2016,08:45-09:00,36,1640
17-06-2016,09:00-09:15,37,1588
17-06-2016,09:15-09:30,38,1608
17-06-2016,09:30-09:45,39,1620
17-06-2016,09:45-10:00,40,1648
17-06-2016,10:00-10:15,41,1644
17-06-2016,10:15-10:30,42,1632
17-06-2016,10:30-10:45,43,1648
17-06-2016,10:45-11:00,44,1668
17-06-2016,11:00-11:15,45,1660
17-06-2016,11:15-11:30,46,1660
17-06-2016,11:30-11:45,47,1644
17-06-2016,11:45-12:00,48,1644
17-06-2016,12:00-12:15,49,1704
17-06-2016,12:15-12:30,50,1704
17-06-2016,12:30-12:45,51,1736
17-06-2016,12:45-13:00,52,1704
17-06-2016,13:00-13:15,53,1720
17-06-2016,13:15-13:30,54,1688
17-06-2016,13:30-13:45,55,1688
17-06-2016,13:45-14:00,56,1700
17-06-2016,14:00-14:15,57,1704
17-06-2016,14:15-14:30,58,1724
17-06-2016,14:30-14:45,59,1732
17-06-2016,14:45-15:00,60,1696
17-06-2016,15:00-15:15,61,1696
17-06-2016,15:15-15:30,62,1708
17-06-2016,15:30-15:45,63,1688
17-06-2016,15:45-16:00,64,1716
17-06-2016,16:00-16:15,65,1720
17-06-2016,16:15-16:30,66,1732
17-06-2016,16:30-16:45,67,1736
17-06-2016,16:45-17:00,68,1692
17-06-2016,17:00-17:15,69,1700
17-06-2016,17:15-17:30,70,1712
17-06-2016,17:30-17:45,71,1720
17-06-2016,17:45-18:00,72,1652
17-06-2016,18:00-18:15,73,1644
17-06-2016,18:15-18:30,74,1620
17-06-2016,18:30-18:45,75,1532
17-06-2016,18:45-19:00,76,1468
17-06-2016,19:00-19:15,77,1472
17-06-2016,19:15-19:30,78,1484
17-06-2016,19:30-19:45,79,1488
17-06-2016,19:45-20:00,80,1492
17-06-2016,20:00-20:15,81,1452
17-06-2016,20:15-20:30,82,1456
17-06-2016,20:30-20:45,83,1448
17-06-2016,20:45-21:00,84,1420
17-06-2016,21:00-21:15,85,1416
17-06-2016,21:15-21:30,86,1404
17-06-2016,21:30-21:45,87,1400
17-06-2016,21:45-22:00,88,1384
17-06-2016,22:00-22:15,89,1356
17-06-2016,22:15-22:30,90,1284
17-06-2016,22:30-22:45,91,1236
17-06-2016,22:45-23:00,92,1196
17-06-2016,23:00-23:15,93,1188
17-06-2016,23:15-23:30,94,1180
17-06-2016,23:30-23:45,95,1168
17-06-2016,23:45-00:00,96,1148
18-06-2016,00:00-00:15,1,1124
18-06-2016,00:15-00:30,2,1128
18-06-2016,00:30-00:45,3,1116
18-06-2016,00:45-01:00,4,1100
18-06-2016,01:00-01:15,5,1096
18-06-2016,01:15-01:30,6,1076
18-06-2016,01:30-01:45,7,1080
18-06-2016,01:45-02:00,8,1100
18-06-2016,02:00-02:15,9,1076
18-06-2016,02:15-02:30,10,1068
18-06-2016,02:30-02:45,11,980
18-06-2016,02:45-03:00,12,928
18-06-2016,03:00-03:15,13,976
18-06-2016,03:15-03:30,14,1032
18-06-2016,03:30-03:45,15,1024
18-06-2016,03:45-04:00,16,1040
18-06-2016,04:00-04:15,17,1024
18-06-2016,04:15-04:30,18,1000
18-06-2016,04:30-04:45,19,996
18-06-2016,04:45-05:00,20,1016
18-06-2016,05:00-05:15,21,1008
18-06-2016,05:15-05:30,22,1000
18-06-2016,05:30-05:45,23,1004
18-06-2016,05:45-06:00,24,992
18-06-2016,06:00-06:15,25,960
18-06-2016,06:15-06:30,26,980
18-06-2016,06:30-06:45,27,948
18-06-2016,06:45-07:00,28,868
18-06-2016,07:00-07:15,29,808
18-06-2016,07:15-07:30,30,892
18-06-2016,07:30-07:45,31,956
18-06-2016,07:45-08:00,32,972
18-06-2016,08:00-08:15,33,960
18-06-2016,08:15-08:30,34,924
18-06-2016,08:30-08:45,35,964
18-06-2016,08:45-09:00,36,936
18-06-2016,09:00-09:15,37,940
18-06-2016,09:15-09:30,38,972
18-06-2016,09:30-09:45,39,1012
18-06-2016,09:45-10:00,40,1032
18-06-2016,10:00-10:15,41,1012
18-06-2016,10:15-10:30,42,1004
18-06-2016,10:30-10:45,43,1024
18-06-2016,10:45-11:00,44,1008
18-06-2016,11:00-11:15,45,1020
18-06-2016,11:15-11:30,46,1020
18-06-2016,11:30-11:45,47,1008
18-06-2016,11:45-12:00,48,1040
18-06-2016,12:00-12:15,49,1056
18-06-2016,12:15-12:30,50,1028
18-06-2016,12:30-12:45,51,1036
18-06-2016,12:45-13:00,52,1008
18-06-2016,13:00-13:15,53,1028
18-06-2016,13:15-13:30,54,1100
18-06-2016,13:30-13:45,55,1268
18-06-2016,13:45-14:00,56,1280
18-06-2016,14:00-14:15,57,1252
18-06-2016,14:15-14:30,58,1264
18-06-2016,14:30-14:45,59,1256
18-06-2016,14:45-15:00,60,1240
18-06-2016,15:00-15:15,61,1276
18-06-2016,15:15-15:30,62,1284
18-06-2016,15:30-15:45,63,1276
18-06-2016,15:45-16:00,64,1272
18-06-2016,16:00-16:15,65,1260
18-06-2016,16:15-16:30,66,1236
18-06-2016,16:30-16:45,67,1208
18-06-2016,16:45-17:00,68,1176
18-06-2016,17:00-17:15,69,1192
18-06-2016,17:15-17:30,70,1168
18-06-2016,17:30-17:45,71,1156
18-06-2016,17:45-18:00,72,1164
18-06-2016,18:00-18:15,73,1144
18-06-2016,18:15-18:30,74,1152
18-06-2016,18:30-18:45,75,1148
18-06-2016,18:45-19:00,76,1188
18-06-2016,19:00-19:15,77,1216
18-06-2016,19:15-19:30,78,1208
18-06-2016,19:30-19:45,79,1204
18-06-2016,19:45-20:00,80,1232
18-06-2016,20:00-20:15,81,1208
18-06-2016,20:15-20:30,82,1180
18-06-2016,20:30-20:45,83,1164
18-06-2016,20:45-21:00,84,1164
18-06-2016,21:00-21:15,85,1148
18-06-2016,21:15-21:30,86,1084
18-06-2016,21:30-21:45,87,1072
18-06-2016,21:45-22:00,88,1072
18-06-2016,22:00-22:15,89,1044
18-06-2016,22:15-22:30,90,1060
18-06-2016,22:30-22:45,91,1052
18-06-2016,22:45-23:00,92,1052
18-06-2016,23:00-23:15,93,1052
18-06-2016,23:15-23:30,94,1036
18-06-2016,23:30-23:45,95,1028
18-06-2016,23:45-00:00,96,984
19-06-2016,00:00-00:15,1,988
19-06-2016,00:15-00:30,2,976
19-06-2016,00:30-00:45,3,976
19-06-2016,00:45-01:00,4,960
19-06-2016,01:00-01:15,5,952
19-06-2016,01:15-01:30,6,900
19-06-2016,01:30-01:45,7,888
19-06-2016,01:45-02:00,8,904
19-06-2016,02:00-02:15,9,896
19-06-2016,02:15-02:30,10,900
19-06-2016,02:30-02:45,11,876
19-06-2016,02:45-03:00,12,868
19-06-2016,03:00-03:15,13,872
19-06-2016,03:15-03:30,14,852
19-06-2016,03:30-03:45,15,848
19-06-2016,03:45-04:00,16,840
19-06-2016,04:00-04:15,17,824
19-06-2016,04:15-04:30,18,828
19-06-2016,04:30-04:45,19,816
19-06-2016,04:45-05:00,20,804
19-06-2016,05:00-05:15,21,816
19-06-2016,05:15-05:30,22,812
19-06-2016,05:30-05:45,23,808
19-06-2016,05:45-06:00,24,828
19-06-2016,06:00-06:15,25,820
19-06-2016,06:15-06:30,26,784
19-06-2016,06:30-06:45,27,776
19-06-2016,06:45-07:00,28,760
19-06-2016,07:00-07:15,29,708
19-06-2016,07:15-07:30,30,768
19-06-2016,07:30-07:45,31,832
19-06-2016,07:45-08:00,32,824
19-06-2016,08:00-08:15,33,832
19-06-2016,08:15-08:30,34,808
19-06-2016,08:30-08:45,35,840
19-06-2016,08:45-09:00,36,824
19-06-2016,09:00-09:15,37,732
19-06-2016,09:15-09:30,38,808
19-06-2016,09:30-09:45,39,876
19-06-2016,09:45-10:00,40,856
19-06-2016,10:00-10:15,41,872
19-06-2016,10:15-10:30,42,868
19-06-2016,10:30-10:45,43,860
19-06-2016,10:45-11:00,44,848
19-06-2016,11:00-11:15,45,876
19-06-2016,11:15-11:30,46,880
19-06-2016,11:30-11:45,47,772
19-06-2016,11:45-12:00,48,716
19-06-2016,12:00-12:15,49,1016
19-06-2016,12:15-12:30,50,1152
19-06-2016,12:30-12:45,51,1152
19-06-2016,12:45-13:00,52,1096
19-06-2016,13:00-13:15,53,1120
19-06-2016,13:15-13:30,54,1116
19-06-2016,13:30-13:45,55,1108
19-06-2016,13:45-14:00,56,1056
19-06-2016,14:00-14:15,57,1076
19-06-2016,14:15-14:30,58,1132
19-06-2016,14:30-14:45,59,1128
19-06-2016,14:45-15:00,60,1104
19-06-2016,15:00-15:15,61,1108
19-06-2016,15:15-15:30,62,1096
19-06-2016,15:30-15:45,63,1096
19-06-2016,15:45-16:00,64,992
19-06-2016,16:00-16:15,65,864
19-06-2016,16:15-16:30,66,1080
19-06-2016,16:30-16:45,67,1044
19-06-2016,16:45-17:00,68,1068
19-06-2016,17:00-17:15,69,1080
19-06-2016,17:15-17:30,70,1056
19-06-2016,17:30-17:45,71,1052
19-06-2016,17:45-18:00,72,1032
19-06-2016,18:00-18:15,73,1048
19-06-2016,18:15-18:30,74,1044
19-06-2016,18:30-18:45,75,1040
19-06-2016,18:45-19:00,76,968
19-06-2016,19:00-19:15,77,872
19-06-2016,19:15-19:30,78,852
19-06-2016,19:30-19:45,79,700
19-06-2016,19:45-20:00,80,0
19-06-2016,20:00-20:15,81,0
19-06-2016,20:15-20:30,82,0
19-06-2016,20:30-20:45,83,0
19-06-2016,20:45-21:00,84,0
19-06-2016,21:00-21:15,85,0
19-06-2016,21:15-21:30,86,0
19-06-2016,21:30-21:45,87,0
19-06-2016,21:45-22:00,88,0
19-06-2016,22:00-22:15,89,0
19-06-2016,22:15-22:30,90,0
19-06-2016,22:30-22:45,91,0
19-06-2016,22:45-23:00,92,0
19-06-2016,23:00-23:15,93,8
19-06-2016,23:15-23:30,94,708
19-06-2016,23:30-23:45,95,800
19-06-2016,23:45-00:00,96,812
20-06-2016,00:00-00:15,1,804
20-06-2016,00:15-00:30,2,808
20-06-2016,00:30-00:45,3,836
20-06-2016,00:45-01:00,4,804
20-06-2016,01:00-01:15,5,804
20-06-2016,01:15-01:30,6,808
20-06-2016,01:30-01:45,7,800
20-06-2016,01:45-02:00,8,812
20-06-2016,02:00-02:15,9,800
20-06-2016,02:15-02:30,10,772
20-06-2016,02:30-02:45,11,764
20-06-2016,02:45-03:00,12,752
20-06-2016,03:00-03:15,13,752
20-06-2016,03:15-03:30,14,756
20-06-2016,03:30-03:45,15,760
20-06-2016,03:45-04:00,16,768
20-06-2016,04:00-04:15,17,764
20-06-2016,04:15-04:30,18,760
20-06-2016,04:30-04:45,19,764
20-06-2016,04:45-05:00,20,752
20-06-2016,05:00-05:15,21,772
20-06-2016,05:15-05:30,22,768
20-06-2016,05:30-05:45,23,788
20-06-2016,05:45-06:00,24,812
20-06-2016,06:00-06:15,25,884
20-06-2016,06:15-06:30,26,964
20-06-2016,06:30-06:45,27,976
20-06-2016,06:45-07:00,28,1000
20-06-2016,07:00-07:15,29,1056
20-06-2016,07:15-07:30,30,1100
20-06-2016,07:30-07:45,31,1160
20-06-2016,07:45-08:00,32,1240
20-06-2016,08:00-08:15,33,576
20-06-2016,08:15-08:30,34,100
20-06-2016,08:30-08:45,35,1180
20-06-2016,08:45-09:00,36,1424
20-06-2016,09:00-09:15,37,1436
20-06-2016,09:15-09:30,38,1500
20-06-2016,09:30-09:45,39,1704
20-06-2016,09:45-10:00,40,1732
20-06-2016,10:00-10:15,41,1704
20-06-2016,10:15-10:30,42,1612
20-06-2016,10:30-10:45,43,1628
20-06-2016,10:45-11:00,44,1632
20-06-2016,11:00-11:15,45,1652
20-06-2016,11:15-11:30,46,1660
20-06-2016,11:30-11:45,47,1672
20-06-2016,11:45-12:00,48,1572
20-06-2016,12:00-12:15,49,1672
20-06-2016,12:15-12:30,50,1684
20-06-2016,12:30-12:45,51,1760
20-06-2016,12:45-13:00,52,1744
20-06-2016,13:00-13:15,53,1716
20-06-2016,13:15-13:30,54,1728
20-06-2016,13:30-13:45,55,1716
20-06-2016,13:45-14:00,56,1724
20-06-2016,14:00-14:15,57,1704
20-06-2016,14:15-14:30,58,1692
20-06-2016,14:30-14:45,59,1708
20-06-2016,14:45-15:00,60,1724
20-06-2016,15:00-15:15,61,1704
20-06-2016,15:15-15:30,62,1708
20-06-2016,15:30-15:45,63,1716
20-06-2016,15:45-16:00,64,1724
20-06-2016,16:00-16:15,65,1708
20-06-2016,16:15-16:30,66,1724
20-06-2016,16:30-16:45,67,1712
20-06-2016,16:45-17:00,68,1652
20-06-2016,17:00-17:15,69,1664
20-06-2016,17:15-17:30,70,1660
20-06-2016,17:30-17:45,71,1672
20-06-2016,17:45-18:00,72,1700
20-06-2016,18:00-18:15,73,1656
20-06-2016,18:15-18:30,74,1652
20-06-2016,18:30-18:45,75,1676
20-06-2016,18:45-19:00,76,1708
20-06-2016,19:00-19:15,77,1688
20-06-2016,19:15-19:30,78,1696
20-06-2016,19:30-19:45,79,1672
20-06-2016,19:45-20:00,80,1644
20-06-2016,20:00-20:15,81,1628
20-06-2016,20:15-20:30,82,1608
20-06-2016,20:30-20:45,83,1576
20-06-2016,20:45-21:00,84,1452
20-06-2016,21:00-21:15,85,1440
20-06-2016,21:15-21:30,86,1428
20-06-2016,21:30-21:45,87,1444
20-06-2016,21:45-22:00,88,1448
20-06-2016,22:00-22:15,89,1428
20-06-2016,22:15-22:30,90,1480
20-06-2016,22:30-22:45,91,1420
20-06-2016,22:45-23:00,92,1364
20-06-2016,23:00-23:15,93,1364
20-06-2016,23:15-23:30,94,1292
20-06-2016,23:30-23:45,95,1252
20-06-2016,23:45-00:00,96,1236
21-06-2016,00:00-00:15,1,1188
21-06-2016,00:15-00:30,2,1168
21-06-2016,00:30-00:45,3,1148
21-06-2016,00:45-01:00,4,1140
21-06-2016,01:00-01:15,5,1128
21-06-2016,01:15-01:30,6,1112
21-06-2016,01:30-01:45,7,1120
21-06-2016,01:45-02:00,8,1100
21-06-2016,02:00-02:15,9,1100
21-06-2016,02:15-02:30,10,1060
21-06-2016,02:30-02:45,11,972
21-06-2016,02:45-03:00,12,976
21-06-2016,03:00-03:15,13,972
21-06-2016,03:15-03:30,14,960
21-06-2016,03:30-03:45,15,992
21-06-2016,03:45-04:00,16,464
21-06-2016,04:00-04:15,17,0
21-06-2016,04:15-04:30,18,0
21-06-2016,04:30-04:45,19,0
21-06-2016,04:45-05:00,20,0
21-06-2016,05:00-05:15,21,0
21-06-2016,05:15-05:30,22,0
21-06-2016,05:30-05:45,23,0
21-06-2016,05:45-06:00,24,0
21-06-2016,06:00-06:15,25,0
21-06-2016,06:15-06:30,26,0
21-06-2016,06:30-06:45,27,0
21-06-2016,06:45-07:00,28,0
21-06-2016,07:00-07:15,29,0
21-06-2016,07:15-07:30,30,0
21-06-2016,07:30-07:45,31,292
21-06-2016,07:45-08:00,32,1092
21-06-2016,08:00-08:15,33,1184
21-06-2016,08:15-08:30,34,1184
21-06-2016,08:30-08:45,35,1256
21-06-2016,08:45-09:00,36,1264
21-06-2016,09:00-09:15,37,1308
21-06-2016,09:15-09:30,38,1324
21-06-2016,09:30-09:45,39,1364
21-06-2016,09:45-10:00,40,1416
21-06-2016,10:00-10:15,41,1456
21-06-2016,10:15-10:30,42,1420
21-06-2016,10:30-10:45,43,1432
21-06-2016,10:45-11:00,44,1444
21-06-2016,11:00-11:15,45,1512
21-06-2016,11:15-11:30,46,1556
21-06-2016,11:30-11:45,47,1524
21-06-2016,11:45-12:00,48,1468
21-06-2016,12:00-12:15,49,1496
21-06-2016,12:15-12:30,50,1492
21-06-2016,12:30-12:45,51,1472
21-06-2016,12:45-13:00,52,1460
21-06-2016,13:00-13:15,53,1456
21-06-2016,13:15-13:30,54,1456
21-06-2016,13:30-13:45,55,1464
21-06-2016,13:45-14:00,56,1460
21-06-2016,14:00-14:15,57,1460
21-06-2016,14:15-14:30,58,1472
21-06-2016,14:30-14:45,59,1488
21-06-2016,14:45-15:00,60,1472
21-06-2016,15:00-15:15,61,1444
21-06-2016,15:15-15:30,62,1436
21-06-2016,15:30-15:45,63,1472
21-06-2016,15:45-16:00,64,1544
21-06-2016,16:00-16:15,65,1524
21-06-2016,16:15-16:30,66,1520
21-06-2016,16:30-16:45,67,1516
21-06-2016,16:45-17:00,68,1512
21-06-2016,17:00-17:15,69,1552
21-06-2016,17:15-17:30,70,1708
21-06-2016,17:30-17:45,71,1728
21-06-2016,17:45-18:00,72,1740
21-06-2016,18:00-18:15,73,1756
21-06-2016,18:15-18:30,74,1732
21-06-2016,18:30-18:45,75,1784
21-06-2016,18:45-19:00,76,1780
21-06-2016,19:00-19:15,77,1780
21-06-2016,19:15-19:30,78,1720
21-06-2016,19:30-19:45,79,1568
21-06-2016,19:45-20:00,80,1520
21-06-2016,20:00-20:15,81,1500
21-06-2016,20:15-20:30,82,1448
21-06-2016,20:30-20:45,83,1432
21-06-2016,20:45-21:00,84,1404
21-06-2016,21:00-21:15,85,1412
21-06-2016,21:15-21:30,86,1420
21-06-2016,21:30-21:45,87,1396
21-06-2016,21:45-22:00,88,1348
21-06-2016,22:00-22:15,89,1304
21-06-2016,22:15-22:30,90,1260
21-06-2016,22:30-22:45,91,1228
21-06-2016,22:45-23:00,92,1212
21-06-2016,23:00-23:15,93,1184
21-06-2016,23:15-23:30,94,1188
21-06-2016,23:30-23:45,95,1132
21-06-2016,23:45-00:00,96,1120
22-06-2016,00:00-00:15,1,1112
22-06-2016,00:15-00:30,2,1120
22-06-2016,00:30-00:45,3,1104
22-06-2016,00:45-01:00,4,1100
22-06-2016,01:00-01:15,5,1088
22-06-2016,01:15-01:30,6,1100
22-06-2016,01:30-01:45,7,1072
22-06-2016,01:45-02:00,8,1076
22-06-2016,02:00-02:15,9,1068
22-06-2016,02:15-02:30,10,1068
22-06-2016,02:30-02:45,11,1064
22-06-2016,02:45-03:00,12,1036
22-06-2016,03:00-03:15,13,1048
22-06-2016,03:15-03:30,14,1036
22-06-2016,03:30-03:45,15,1036
22-06-2016,03:45-04:00,16,1040
22-06-2016,04:00-04:15,17,1028
22-06-2016,04:15-04:30,18,1048
22-06-2016,04:30-04:45,19,1028
22-06-2016,04:45-05:00,20,1032
22-06-2016,05:00-05:15,21,1028
22-06-2016,05:15-05:30,22,1036
22-06-2016,05:30-05:45,23,1044
22-06-2016,05:45-06:00,24,1016
22-06-2016,06:00-06:15,25,1008
22-06-2016,06:15-06:30,26,1044
22-06-2016,06:30-06:45,27,1088
22-06-2016,06:45-07:00,28,1088
22-06-2016,07:00-07:15,29,1088
22-06-2016,07:15-07:30,30,1120
22-06-2016,07:30-07:45,31,1192
22-06-2016,07:45-08:00,32,1288
22-06-2016,08:00-08:15,33,1388
22-06-2016,08:15-08:30,34,1416
22-06-2016,08:30-08:45,35,1444
22-06-2016,08:45-09:00,36,1412
22-06-2016,09:00-09:15,37,1432
22-06-2016,09:15-09:30,38,1456
22-06-2016,09:30-09:45,39,1468
22-06-2016,09:45-10:00,40,1484
22-06-2016,10:00-10:15,41,1472
22-06-2016,10:15-10:30,42,1512
22-06-2016,10:30-10:45,43,1520
22-06-2016,10:45-11:00,44,1508
22-06-2016,11:00-11:15,45,1504
22-06-2016,11:15-11:30,46,1500
22-06-2016,11:30-11:45,47,1532
22-06-2016,11:45-12:00,48,1536
22-06-2016,12:00-12:15,49,1528
22-06-2016,12:15-12:30,50,1528
22-06-2016,12:30-12:45,51,1508
22-06-2016,12:45-13:00,52,1508
22-06-2016,13:00-13:15,53,1532
22-06-2016,13:15-13:30,54,1532
22-06-2016,13:30-13:45,55,1512
22-06-2016,13:45-14:00,56,1464
22-06-2016,14:00-14:15,57,1464
22-06-2016,14:15-14:30,58,1488
22-06-2016,14:30-14:45,59,1452
22-06-2016,14:45-15:00,60,1464
22-06-2016,15:00-15:15,61,1488
22-06-2016,15:15-15:30,62,1480
22-06-2016,15:30-15:45,63,1472
22-06-2016,15:45-16:00,64,1496
22-06-2016,16:00-16:15,65,1508
22-06-2016,16:15-16:30,66,1524
22-06-2016,16:30-16:45,67,1488
22-06-2016,16:45-17:00,68,1488
22-06-2016,17:00-17:15,69,1388
22-06-2016,17:15-17:30,70,1504
22-06-2016,17:30-17:45,71,1524
22-06-2016,17:45-18:00,72,1484
22-06-2016,18:00-18:15,73,1492
22-06-2016,18:15-18:30,74,1476
22-06-2016,18:30-18:45,75,1500
22-06-2016,18:45-19:00,76,1528
22-06-2016,19:00-19:15,77,1508
22-06-2016,19:15-19:30,78,1504
22-06-2016,19:30-19:45,79,1492
22-06-2016,19:45-20:00,80,1472
22-06-2016,20:00-20:15,81,1476
22-06-2016,20:15-20:30,82,1460
22-06-2016,20:30-20:45,83,1456
22-06-2016,20:45-21:00,84,1448
22-06-2016,21:00-21:15,85,1444
22-06-2016,21:15-21:30,86,1452
22-06-2016,21:30-21:45,87,1436
22-06-2016,21:45-22:00,88,1444
22-06-2016,22:00-22:15,89,1428
22-06-2016,22:15-22:30,90,1432
22-06-2016,22:30-22:45,91,1384
22-06-2016,22:45-23:00,92,1336
22-06-2016,23:00-23:15,93,1240
22-06-2016,23:15-23:30,94,1176
22-06-2016,23:30-23:45,95,1152
22-06-2016,23:45-00:00,96,1140
23-06-2016,00:00-00:15,1,1116
23-06-2016,00:15-00:30,2,1072
23-06-2016,00:30-00:45,3,1068
23-06-2016,00:45-01:00,4,1080
23-06-2016,01:00-01:15,5,1064
23-06-2016,01:15-01:30,6,1044
23-06-2016,01:30-01:45,7,1048
23-06-2016,01:45-02:00,8,1040
23-06-2016,02:00-02:15,9,1052
23-06-2016,02:15-02:30,10,1028
23-06-2016,02:30-02:45,11,1032
23-06-2016,02:45-03:00,12,992
23-06-2016,03:00-03:15,13,992
23-06-2016,03:15-03:30,14,1000
23-06-2016,03:30-03:45,15,996
23-06-2016,03:45-04:00,16,996
23-06-2016,04:00-04:15,17,988
23-06-2016,04:15-04:30,18,980
23-06-2016,04:30-04:45,19,976
23-06-2016,04:45-05:00,20,968
23-06-2016,05:00-05:15,21,976
23-06-2016,05:15-05:30,22,964
23-06-2016,05:30-05:45,23,988
23-06-2016,05:45-06:00,24,984
23-06-2016,06:00-06:15,25,968
23-06-2016,06:15-06:30,26,968
23-06-2016,06:30-06:45,27,1012
23-06-2016,06:45-07:00,28,1028
23-06-2016,07:00-07:15,29,1040
23-06-2016,07:15-07:30,30,1108
23-06-2016,07:30-07:45,31,1152
23-06-2016,07:45-08:00,32,1196
23-06-2016,08:00-08:15,33,1240
23-06-2016,08:15-08:30,34,1332
23-06-2016,08:30-08:45,35,1532
23-06-2016,08:45-09:00,36,1520
23-06-2016,09:00-09:15,37,1540
23-06-2016,09:15-09:30,38,1524
23-06-2016,09:30-09:45,39,1552
23-06-2016,09:45-10:00,40,1568
23-06-2016,10:00-10:15,41,1568
23-06-2016,10:15-10:30,42,1584
23-06-2016,10:30-10:45,43,1552
23-06-2016,10:45-11:00,44,1564
23-06-2016,11:00-11:15,45,1636
23-06-2016,11:15-11:30,46,1572
23-06-2016,11:30-11:45,47,1572
23-06-2016,11:45-12:00,48,1596
23-06-2016,12:00-12:15,49,1684
23-06-2016,12:15-12:30,50,1696
23-06-2016,12:30-12:45,51,1704
23-06-2016,12:45-13:00,52,1700
23-06-2016,13:00-13:15,53,1700
23-06-2016,13:15-13:30,54,1684
23-06-2016,13:30-13:45,55,1660
23-06-2016,13:45-14:00,56,1648
23-06-2016,14:00-14:15,57,1660
23-06-2016,14:15-14:30,58,1676
23-06-2016,14:30-14:45,59,1720
23-06-2016,14:45-15:00,60,1692
23-06-2016,15:00-15:15,61,1656
23-06-2016,15:15-15:30,62,1664
23-06-2016,15:30-15:45,63,1696
23-06-2016,15:45-16:00,64,1664
23-06-2016,16:00-16:15,65,1660
23-06-2016,16:15-16:30,66,1672
23-06-2016,16:30-16:45,67,1636
23-06-2016,16:45-17:00,68,1532
23-06-2016,17:00-17:15,69,1492
23-06-2016,17:15-17:30,70,1540
23-06-2016,17:30-17:45,71,1512
23-06-2016,17:45-18:00,72,1484
23-06-2016,18:00-18:15,73,1484
23-06-2016,18:15-18:30,74,1480
23-06-2016,18:30-18:45,75,1504
23-06-2016,18:45-19:00,76,1472
23-06-2016,19:00-19:15,77,1504
23-06-2016,19:15-19:30,78,1516
23-06-2016,19:30-19:45,79,1512
23-06-2016,19:45-20:00,80,1460
23-06-2016,20:00-20:15,81,1460
23-06-2016,20:15-20:30,82,1460
23-06-2016,20:30-20:45,83,1452
23-06-2016,20:45-21:00,84,1416
23-06-2016,21:00-21:15,85,1428
23-06-2016,21:15-21:30,86,1416
23-06-2016,21:30-21:45,87,1400
23-06-2016,21:45-22:00,88,1364
23-06-2016,22:00-22:15,89,1328
23-06-2016,22:15-22:30,90,1336
23-06-2016,22:30-22:45,91,1304
23-06-2016,22:45-23:00,92,1288
23-06-2016,23:00-23:15,93,1236
23-06-2016,23:15-23:30,94,1200
23-06-2016,23:30-23:45,95,1184
23-06-2016,23:45-00:00,96,1172
24-06-2016,00:00-00:15,1,1152
24-06-2016,00:15-00:30,2,1120
24-06-2016,00:30-00:45,3,1120
24-06-2016,00:45-01:00,4,1120
24-06-2016,01:00-01:15,5,1088
24-06-2016,01:15-01:30,6,1080
24-06-2016,01:30-01:45,7,1084
24-06-2016,01:45-02:00,8,1004
24-06-2016,02:00-02:15,9,768
24-06-2016,02:15-02:30,10,936
24-06-2016,02:30-02:45,11,1012
24-06-2016,02:45-03:00,12,988
24-06-2016,03:00-03:15,13,968
24-06-2016,03:15-03:30,14,972
24-06-2016,03:30-03:45,15,976
24-06-2016,03:45-04:00,16,972
24-06-2016,04:00-04:15,17,968
24-06-2016,04:15-04:30,18,968
24-06-2016,04:30-04:45,19,964
24-06-2016,04:45-05:00,20,968
24-06-2016,05:00-05:15,21,968
24-06-2016,05:15-05:30,22,980
24-06-2016,05:30-05:45,23,976
24-06-2016,05:45-06:00,24,996
24-06-2016,06:00-06:15,25,984
24-06-2016,06:15-06:30,26,988
24-06-2016,06:30-06:45,27,944
24-06-2016,06:45-07:00,28,1020
24-06-2016,07:00-07:15,29,1028
24-06-2016,07:15-07:30,30,1048
24-06-2016,07:30-07:45,31,1132
