,Point.Forecast,Lo.90,Hi.90,Lo.95,Hi.95
41872,2217.530197,-2666.868877,7101.929271,-3602.590277,8037.650671
41873,2217.530197,-2670.443393,7105.503787,-3606.849576,8041.90997
41874,2217.530197,-2674.015297,7109.075691,-3611.105762,8046.166156
41875,2217.530197,-2677.584595,7112.644989,-3615.358843,8050.419237
41876,2217.530197,-2681.151292,7116.211686,-3619.608824,8054.669218
41877,2217.530197,-2684.715394,7119.775788,-3623.855714,8058.916108
41878,2217.530197,-2688.276907,7123.337301,-3628.099518,8063.159912
41879,2217.530197,-2691.835836,7126.89623,-3632.340244,8067.400638
41880,2217.530197,-2695.392187,7130.452581,-3636.577897,8071.638291
41881,2217.530197,-2698.945965,7134.006359,-3640.812485,8075.872879
41882,2217.530197,-2702.497177,7137.557571,-3645.044015,8080.104409
41883,2217.530197,-2706.045827,7141.106221,-3649.272492,8084.332886
41884,2217.530197,-2709.591921,7144.652315,-3653.497924,8088.558318
41885,2217.530197,-2713.135465,7148.195859,-3657.720317,8092.780711
41886,2217.530197,-2716.676464,7151.736858,-3661.939678,8097.000072
41887,2217.530197,-2720.214924,7155.275318,-3666.156013,8101.216407
41888,2217.530197,-2723.75085,7158.811244,-3670.369328,8105.429722
41889,2217.530197,-2727.284247,7162.344641,-3674.579631,8109.640025
41890,2217.530197,-2730.815122,7165.875516,-3678.786927,8113.847321
41891,2217.530197,-2734.343478,7169.403872,-3682.991224,8118.051618
41892,2217.530197,-2737.869323,7172.929717,-3687.192526,8122.25292
41893,2217.530197,-2741.39266,7176.453054,-3691.390842,8126.451236
41894,2217.530197,-2744.913496,7179.97389,-3695.586177,8130.646571
41895,2217.530197,-2748.431836,7183.49223,-3699.778537,8134.838931
41896,2217.530197,-2751.947685,7187.008079,-3703.967929,8139.028324
41897,2217.530197,-2755.461048,7190.521442,-3708.15436,8143.214754
41898,2217.530197,-2758.971931,7194.032325,-3712.337835,8147.398229
41899,2217.530197,-2762.480338,7197.540732,-3716.51836,8151.578754
41900,2217.530197,-2765.986276,7201.04667,-3720.695942,8155.756336
41901,2217.530197,-2769.489749,7204.550143,-3724.870588,8159.930982
41902,2217.530197,-2772.990762,7208.051156,-3729.042303,8164.102697
41903,2217.530197,-2776.489321,7211.549715,-3733.211093,8168.271487
41904,2217.530197,-2779.985431,7215.045825,-3737.376965,8172.437359
41905,2217.530197,-2783.479097,7218.539491,-3741.539924,8176.600318
41906,2217.530197,-2786.970324,7222.030718,-3745.699978,8180.760372
41907,2217.530197,-2790.459117,7225.519511,-3749.857131,8184.917525
41908,2217.530197,-2793.945481,7229.005875,-3754.01139,8189.071784
41909,2217.530197,-2797.429421,7232.489815,-3758.162761,8193.223155
41910,2217.530197,-2800.910943,7235.971337,-3762.31125,8197.371644
41911,2217.530197,-2804.390051,7239.450446,-3766.456864,8201.517258
41912,2217.530197,-2807.866751,7242.927145,-3770.599607,8205.660001
41913,2217.530197,-2811.341047,7246.401441,-3774.739486,8209.79988
41914,2217.530197,-2814.812945,7249.873339,-3778.876507,8213.936901
41915,2217.530197,-2818.282448,7253.342842,-3783.010676,8218.07107
41916,2217.530197,-2821.749563,7256.809957,-3787.141998,8222.202392
41917,2217.530197,-2825.214295,7260.274689,-3791.27048,8226.330874
41918,2217.530197,-2828.676647,7263.737041,-3795.396127,8230.456521
41919,2217.530197,-2832.136625,7267.197019,-3799.518946,8234.57934
41920,2217.530197,-2835.594235,7270.654629,-3803.638941,8238.699335
41921,2217.530197,-2839.04948,7274.109874,-3807.756119,8242.816513
41922,2217.530197,-2842.502365,7277.562759,-3811.870486,8246.93088
41923,2217.530197,-2845.952896,7281.01329,-3815.982048,8251.042442
41924,2217.530197,-2849.401077,7284.461471,-3820.090809,8255.151203
41925,2217.530197,-2852.846913,7287.907308,-3824.196776,8259.25717
41926,2217.530197,-2856.290409,7291.350804,-3828.299955,8263.360349
41927,2217.530197,-2859.73157,7294.791964,-3832.40035,8267.460744
41928,2217.530197,-2863.1704,7298.230794,-3836.497969,8271.558363
41929,2217.530197,-2866.606904,7301.667298,-3840.592816,8275.65321
41930,2217.530197,-2870.041086,7305.10148,-3844.684897,8279.745291
41931,2217.530197,-2873.472952,7308.533347,-3848.774217,8283.834611
41932,2217.530197,-2876.902507,7311.962901,-3852.860783,8287.921177
41933,2217.530197,-2880.329754,7315.390148,-3856.9446,8292.004994
41934,2217.530197,-2883.754698,7318.815092,-3861.025673,8296.086067
41935,2217.530197,-2887.177345,7322.237739,-3865.104008,8300.164402
41936,2217.530197,-2890.597698,7325.658092,-3869.17961,8304.240004
41937,2217.530197,-2894.015762,7329.076156,-3873.252485,8308.312879
41938,2217.530197,-2897.431543,7332.491937,-3877.322638,8312.383032
41939,2217.530197,-2900.845043,7335.905438,-3881.390076,8316.45047
41940,2217.530197,-2904.256269,7339.316663,-3885.454802,8320.515196
41941,2217.530197,-2907.665225,7342.725619,-3889.516823,8324.577217
41942,2217.530197,-2911.071914,7346.132308,-3893.576144,8328.636538
41943,2217.530197,-2914.476342,7349.536736,-3897.63277,8332.693164
41944,2217.530197,-2917.878514,7352.938908,-3901.686707,8336.747101
41945,2217.530197,-2921.278432,7356.338826,-3905.73796,8340.798354
41946,2217.530197,-2924.676103,7359.736497,-3909.786534,8344.846929
41947,2217.530197,-2928.07153,7363.131924,-3913.832436,8348.89283
41948,2217.530197,-2931.464719,7366.525113,-3917.875669,8352.936063
41949,2217.530197,-2934.855672,7369.916066,-3921.916239,8356.976633
41950,2217.530197,-2938.244396,7373.30479,-3925.954152,8361.014546
41951,2217.530197,-2941.630893,7376.691287,-3929.989413,8365.049807
41952,2217.530197,-2945.015169,7380.075563,-3934.022027,8369.082421
41953,2217.530197,-2948.397228,7383.457622,-3938.051998,8373.112393
41954,2217.530197,-2951.777074,7386.837469,-3942.079334,8377.139728
41955,2217.530197,-2955.154712,7390.215106,-3946.104037,8381.164431
41956,2217.530197,-2958.530146,7393.59054,-3950.126115,8385.186509
41957,2217.530197,-2961.90338,7396.963774,-3954.145571,8389.205965
41958,2217.530197,-2965.274419,7400.334813,-3958.162411,8393.222805
41959,2217.530197,-2968.643266,7403.70366,-3962.17664,8397.237035
41960,2217.530197,-2972.009926,7407.07032,-3966.188264,8401.248658
41961,2217.530197,-2975.374404,7410.434798,-3970.197286,8405.25768
41962,2217.530197,-2978.736704,7413.797098,-3974.203713,8409.264107
41963,2217.530197,-2982.096829,7417.157223,-3978.207549,8413.267943
41964,2217.530197,-2985.454784,7420.515178,-3982.208799,8417.269193
41965,2217.530197,-2988.810573,7423.870967,-3986.207469,8421.267863
41966,2217.530197,-2992.164201,7427.224595,-3990.203563,8425.263957
41967,2217.530197,-2995.515671,7430.576065,-3994.197086,8429.25748
41968,2217.530197,-2998.864988,7433.925382,-3998.188043,8433.248438
41969,2217.530197,-3002.212156,7437.27255,-4002.17644,8437.236834
41970,2217.530197,-3005.557179,7440.617573,-4006.162281,8441.222675
41971,2217.530197,-3008.900061,7443.960455,-4010.14557,8445.205964
41972,2217.530197,-3012.240806,7447.3012,-4014.126314,8449.186708
41973,2217.530197,-3015.579419,7450.639813,-4018.104516,8453.16491
41974,2217.530197,-3018.915902,7453.976297,-4022.080182,8457.140576
41975,2217.530197,-3022.250262,7457.310656,-4026.053316,8461.11371
41976,2217.530197,-3025.582501,7460.642895,-4030.023923,8465.084317
41977,2217.530197,-3028.912623,7463.973017,-4033.992009,8469.052403
41978,2217.530197,-3032.240633,7467.301027,-4037.957578,8473.017972
41979,2217.530197,-3035.566535,7470.626929,-4041.920634,8476.981028
41980,2217.530197,-3038.890332,7473.950726,-4045.881182,8480.941577
41981,2217.530197,-3042.212029,7477.272423,-4049.839228,8484.899622
41982,2217.530197,-3045.531629,7480.592023,-4053.794776,8488.85517
41983,2217.530197,-3048.849137,7483.909531,-4057.747831,8492.808225
41984,2217.530197,-3052.164557,7487.224951,-4061.698397,8496.758791
41985,2217.530197,-3055.477891,7490.538285,-4065.646478,8500.706873
41986,2217.530197,-3058.789146,7493.84954,-4069.592081,8504.652475
41987,2217.530197,-3062.098323,7497.158717,-4073.535209,8508.595603
41988,2217.530197,-3065.405428,7500.465822,-4077.475867,8512.536261
41989,2217.530197,-3068.710463,7503.770857,-4081.41406,8516.474454
41990,2217.530197,-3072.013434,7507.073828,-4085.349792,8520.410187
41991,2217.530197,-3075.314343,7510.374737,-4089.283069,8524.343463
41992,2217.530197,-3078.613195,7513.673589,-4093.213893,8528.274287
41993,2217.530197,-3081.909994,7516.970388,-4097.142271,8532.202665
41994,2217.530197,-3085.204743,7520.265137,-4101.068206,8536.1286
41995,2217.530197,-3088.497446,7523.55784,-4104.991704,8540.052098
41996,2217.530197,-3091.788106,7526.848501,-4108.912768,8543.973162
41997,2217.530197,-3095.076729,7530.137123,-4112.831404,8547.891798
41998,2217.530197,-3098.363317,7533.423711,-4116.747615,8551.808009
41999,2217.530197,-3101.647875,7536.708269,-4120.661407,8555.721801
42000,2217.530197,-3104.930405,7539.9908,-4124.572783,8559.633178
42001,2217.530197,-3108.210913,7543.271307,-4128.481749,8563.542143
42002,2217.530197,-3111.489401,7546.549795,-4132.388308,8567.448702
42003,2217.530197,-3114.765873,7549.826267,-4136.292466,8571.35286
42004,2217.530197,-3118.040333,7553.100727,-4140.194226,8575.25462
42005,2217.530197,-3121.312785,7556.373179,-4144.093593,8579.153987
42006,2217.530197,-3124.583232,7559.643626,-4147.990571,8583.050965
42007,2217.530197,-3127.851678,7562.912073,-4151.885165,8586.945559
42008,2217.530197,-3131.118127,7566.178522,-4155.777379,8590.837773
42009,2217.530197,-3134.382583,7569.442977,-4159.667217,8594.727612
42010,2217.530197,-3137.645048,7572.705442,-4163.554685,8598.615079
42011,2217.530197,-3140.905527,7575.965921,-4167.439785,8602.500179
42012,2217.530197,-3144.164024,7579.224418,-4171.322523,8606.382917
42013,2217.530197,-3147.420541,7582.480935,-4175.202903,8610.263297
42014,2217.530197,-3150.675083,7585.735477,-4179.080928,8614.141322
42015,2217.530197,-3153.927653,7588.988047,-4182.956604,8618.016998
42016,2217.530197,-3157.178254,7592.238648,-4186.829935,8621.890329
42017,2217.530197,-3160.426891,7595.487285,-4190.700924,8625.761318
42018,2217.530197,-3163.673566,7598.73396,-4194.569577,8629.629971
42019,2217.530197,-3166.918284,7601.978678,-4198.435897,8633.496291
42020,2217.530197,-3170.161048,7605.221442,-4202.299888,8637.360282
42021,2217.530197,-3173.401861,7608.462255,-4206.161555,8641.221949
42022,2217.530197,-3176.640727,7611.701121,-4210.020902,8645.081296
42023,2217.530197,-3179.87765,7614.938044,-4213.877933,8648.938327
42024,2217.530197,-3183.112632,7618.173026,-4217.732653,8652.793047
42025,2217.530197,-3186.345678,7621.406072,-4221.585064,8656.645458
42026,2217.530197,-3189.576791,7624.637185,-4225.435173,8660.495567
42027,2217.530197,-3192.805974,7627.866368,-4229.282982,8664.343376
42028,2217.530197,-3196.033231,7631.093625,-4233.128495,8668.188889
42029,2217.530197,-3199.258565,7634.318959,-4236.971718,8672.032112
42030,2217.530197,-3202.48198,7637.542374,-4240.812654,8675.873048
42031,2217.530197,-3205.703478,7640.763872,-4244.651306,8679.7117
42032,2217.530197,-3208.923065,7643.983459,-4248.48768,8683.548074
42033,2217.530197,-3212.140742,7647.201136,-4252.321779,8687.382173
42034,2217.530197,-3215.356514,7650.416908,-4256.153607,8691.214001
42035,2217.530197,-3218.570383,7653.630777,-4259.983169,8695.043563
42036,2217.530197,-3221.782353,7656.842747,-4263.810467,8698.870861
42037,2217.530197,-3224.992428,7660.052822,-4267.635507,8702.695901
42038,2217.530197,-3228.200611,7663.261005,-4271.458293,8706.518687
42039,2217.530197,-3231.406904,7666.467298,-4275.278827,8710.339221
42040,2217.530197,-3234.611312,7669.671706,-4279.097115,8714.157509
42041,2217.530197,-3237.813838,7672.874232,-4282.91316,8717.973554
42042,2217.530197,-3241.014485,7676.074879,-4286.726966,8721.78736
42043,2217.530197,-3244.213256,7679.27365,-4290.538537,8725.598931
42044,2217.530197,-3247.410155,7682.470549,-4294.347877,8729.408271
42045,2217.530197,-3250.605185,7685.665579,-4298.15499,8733.215384
42046,2217.530197,-3253.798349,7688.858743,-4301.95988,8737.020274
42047,2217.530197,-3256.989651,7692.050045,-4305.76255,8740.822944
42048,2217.530197,-3260.179093,7695.239488,-4309.563005,8744.623399
42049,2217.530197,-3263.36668,7698.427074,-4313.361249,8748.421643
42050,2217.530197,-3266.552414,7701.612808,-4317.157285,8752.217679
42051,2217.530197,-3269.736298,7704.796692,-4320.951116,8756.011511
42052,2217.530197,-3272.918336,7707.97873,-4324.742748,8759.803142
42053,2217.530197,-3276.09853,7711.158924,-4328.532184,8763.592578
42054,2217.530197,-3279.276885,7714.337279,-4332.319427,8767.379821
42055,2217.530197,-3282.453403,7717.513797,-4336.104482,8771.164876
42056,2217.530197,-3285.628088,7720.688482,-4339.887352,8774.947746
42057,2217.530197,-3288.800942,7723.861336,-4343.668041,8778.728435
42058,2217.530197,-3291.971969,7727.032363,-4347.446553,8782.506947
42059,2217.530197,-3295.141172,7730.201566,-4351.222891,8786.283285
42060,2217.530197,-3298.308554,7733.368948,-4354.997059,8790.057453
42061,2217.530197,-3301.474118,7736.534512,-4358.769062,8793.829456
42062,2217.530197,-3304.637867,7739.698261,-4362.538902,8797.599296
42063,2217.530197,-3307.799805,7742.860199,-4366.306583,8801.366977
42064,2217.530197,-3310.959935,7746.020329,-4370.07211,8805.132504
42065,2217.530197,-3314.118259,7749.178653,-4373.835486,8808.89588
42066,2217.530197,-3317.274781,7752.335175,-4377.596714,8812.657108
42067,2217.530197,-3320.429504,7755.489898,-4381.355798,8816.416192
42068,2217.530197,-3323.582431,7758.642825,-4385.112742,8820.173136
42069,2217.530197,-3326.733565,7761.793959,-4388.867549,8823.927943
42070,2217.530197,-3329.882909,7764.943303,-4392.620224,8827.680618
42071,2217.530197,-3333.030466,7768.09086,-4396.370769,8831.431163
42072,2217.530197,-3336.176239,7771.236633,-4400.119189,8835.179583
42073,2217.530197,-3339.320231,7774.380625,-4403.865487,8838.925881
42074,2217.530197,-3342.462445,7777.522839,-4407.609666,8842.67006
42075,2217.530197,-3345.602885,7780.663279,-4411.351731,8846.412125
42076,2217.530197,-3348.741553,7783.801947,-4415.091684,8850.152078
42077,2217.530197,-3351.878452,7786.938846,-4418.82953,8853.889924
42078,2217.530197,-3355.013585,7790.073979,-4422.565271,8857.625666
42079,2217.530197,-3358.146955,7793.207349,-4426.298912,8861.359307
42080,2217.530197,-3361.278565,7796.33896,-4430.030456,8865.09085
42081,2217.530197,-3364.408419,7799.468813,-4433.759907,8868.820301
42082,2217.530197,-3367.536519,7802.596913,-4437.487267,8872.547661
42083,2217.530197,-3370.662867,7805.723261,-4441.212541,8876.272936
42084,2217.530197,-3373.787468,7808.847862,-4444.935733,8879.996127
42085,2217.530197,-3376.910323,7811.970717,-4448.656844,8883.717238
42086,2217.530197,-3380.031436,7815.09183,-4452.37588,8887.436274
42087,2217.530197,-3383.15081,7818.211204,-4456.092843,8891.153237
42088,2217.530197,-3386.268447,7821.328841,-4459.807737,8894.868131
42089,2217.530197,-3389.384351,7824.444745,-4463.520565,8898.580959
42090,2217.530197,-3392.498524,7827.558918,-4467.231332,8902.291726
42091,2217.530197,-3395.61097,7830.671364,-4470.940039,8906.000433
42092,2217.530197,-3398.72169,7833.782084,-4474.646691,8909.707085
42093,2217.530197,-3401.830689,7836.891083,-4478.351292,8913.411686
42094,2217.530197,-3404.937968,7839.998362,-4482.053843,8917.114238
42095,2217.530197,-3408.043531,7843.103925,-4485.75435,8920.814744
42096,2217.530197,-3411.147381,7846.207775,-4489.452815,8924.513209
42097,2217.530197,-3414.24952,7849.309914,-4493.149242,8928.209636
42098,2217.530197,-3417.349951,7852.410345,-4496.843634,8931.904028
42099,2217.530197,-3420.448678,7855.509072,-4500.535994,8935.596388
42100,2217.530197,-3423.545702,7858.606096,-4504.226325,8939.28672
42101,2217.530197,-3426.641026,7861.70142,-4507.914632,8942.975026
42102,2217.530197,-3429.734655,7864.795049,-4511.600918,8946.661312
42103,2217.530197,-3432.826589,7867.886983,-4515.285185,8950.345579
42104,2217.530197,-3435.916832,7870.977226,-4518.967437,8954.027831
42105,2217.530197,-3439.005387,7874.065781,-4522.647677,8957.708071
42106,2217.530197,-3442.092257,7877.152651,-4526.325909,8961.386303
42107,2217.530197,-3445.177444,7880.237838,-4530.002136,8965.06253
42108,2217.530197,-3448.260951,7883.321345,-4533.676361,8968.736755
42109,2217.530197,-3451.34278,7886.403174,-4537.348588,8972.408982
42110,2217.530197,-3454.422936,7889.48333,-4541.018819,8976.079213
42111,2217.530197,-3457.501419,7892.561813,-4544.687058,8979.747452
42112,2217.530197,-3460.578233,7895.638627,-4548.353309,8983.413703
42113,2217.530197,-3463.653381,7898.713775,-4552.017573,8987.077968
42114,2217.530197,-3466.726866,7901.78726,-4555.679856,8990.74025
42115,2217.530197,-3469.798689,7904.859083,-4559.340159,8994.400553
42116,2217.530197,-3472.868854,7907.929248,-4562.998487,8998.058881
42117,2217.530197,-3475.937364,7910.997758,-4566.654842,9001.715236
42118,2217.530197,-3479.004221,7914.064615,-4570.309227,9005.369621
42119,2217.530197,-3482.069427,7917.129821,-4573.961646,9009.02204
42120,2217.530197,-3485.132986,7920.19338,-4577.612101,9012.672495
42121,2217.530197,-3488.1949,7923.255294,-4581.260597,9016.320991
42122,2217.530197,-3491.255172,7926.315566,-4584.907136,9019.96753
42123,2217.530197,-3494.313804,7929.374198,-4588.551721,9023.612115
42124,2217.530197,-3497.370799,7932.431193,-4592.194355,9027.254749
42125,2217.530197,-3500.42616,7935.486554,-4595.835042,9030.895436
42126,2217.530197,-3503.479889,7938.540283,-4599.473785,9034.534179
42127,2217.530197,-3506.531989,7941.592383,-4603.110586,9038.17098
42128,2217.530197,-3509.582463,7944.642857,-4606.745449,9041.805843
42129,2217.530197,-3512.631312,7947.691706,-4610.378377,9045.438772
42130,2217.530197,-3515.67854,7950.738934,-4614.009374,9049.069768
42131,2217.530197,-3518.724149,7953.784544,-4617.638441,9052.698835
42132,2217.530197,-3521.768143,7956.828537,-4621.265583,9056.325977
42133,2217.530197,-3524.810522,7959.870916,-4624.890802,9059.951196
42134,2217.530197,-3527.851291,7962.911685,-4628.514101,9063.574495
42135,2217.530197,-3530.890451,7965.950845,-4632.135483,9067.195877
42136,2217.530197,-3533.928005,7968.988399,-4635.754952,9070.815346
42137,2217.530197,-3536.963956,7972.02435,-4639.372511,9074.432905
42138,2217.530197,-3539.998306,7975.0587,-4642.988162,9078.048556
42139,2217.530197,-3543.031057,7978.091451,-4646.601908,9081.662302
42140,2217.530197,-3546.062213,7981.122607,-4650.213753,9085.274147
42141,2217.530197,-3549.091775,7984.152169,-4653.823699,9088.884093
42142,2217.530197,-3552.119747,7987.180141,-4657.43175,9092.492144
42143,2217.530197,-3555.14613,7990.206524,-4661.037908,9096.098302
42144,2217.530197,-3558.170928,7993.231322,-4664.642177,9099.702571
42145,2217.530197,-3561.194142,7996.254536,-4668.244559,9103.304953
42146,2217.530197,-3564.215776,7999.27617,-4671.845057,9106.905451
42147,2217.530197,-3567.235831,8002.296225,-4675.443675,9110.504069
42148,2217.530197,-3570.25431,8005.314704,-4679.040415,9114.100809
42149,2217.530197,-3573.271216,8008.33161,-4682.63528,9117.695674
42150,2217.530197,-3576.286551,8011.346945,-4686.228273,9121.288667
42151,2217.530197,-3579.300317,8014.360712,-4689.819397,9124.879791
42152,2217.530197,-3582.312518,8017.372912,-4693.408656,9128.46905
42153,2217.530197,-3585.323155,8020.383549,-4696.996051,9132.056445
42154,2217.530197,-3588.33223,8023.392625,-4700.581585,9135.64198
42155,2217.530197,-3591.339747,8026.400141,-4704.165263,9139.225657
42156,2217.530197,-3594.345708,8029.406102,-4707.747086,9142.80748
42157,2217.530197,-3597.350115,8032.410509,-4711.327057,9146.387451
42158,2217.530197,-3600.35297,8035.413364,-4714.90518,9149.965574
42159,2217.530197,-3603.354276,8038.41467,-4718.481457,9153.541851
42160,2217.530197,-3606.354035,8041.414429,-4722.055891,9157.116285
42161,2217.530197,-3609.35225,8044.412645,-4725.628484,9160.688878
42162,2217.530197,-3612.348924,8047.409318,-4729.19924,9164.259635
42163,2217.530197,-3615.344057,8050.404451,-4732.768162,9167.828556
42164,2217.530197,-3618.337654,8053.398048,-4736.335252,9171.395646
42165,2217.530197,-3621.329715,8056.390109,-4739.900514,9174.960908
42166,2217.530197,-3624.320244,8059.380638,-4743.463949,9178.524343
42167,2217.530197,-3627.309243,8062.369637,-4747.025561,9182.085955
42168,2217.530197,-3630.296714,8065.357109,-4750.585352,9185.645746
42169,2217.530197,-3633.28266,8068.343054,-4754.143326,9189.20372
42170,2217.530197,-3636.267083,8071.327477,-4757.699485,9192.759879
42171,2217.530197,-3639.249985,8074.310379,-4761.253832,9196.314226
42172,2217.530197,-3642.231368,8077.291763,-4764.80637,9199.866764
42173,2217.530197,-3645.211236,8080.27163,-4768.357101,9203.417495
42174,2217.530197,-3648.189589,8083.249983,-4771.906028,9206.966422
42175,2217.530197,-3651.166431,8086.226826,-4775.453154,9210.513548
42176,2217.530197,-3654.141764,8089.202158,-4778.998482,9214.058876
42177,2217.530197,-3657.11559,8092.175984,-4782.542014,9217.602408
42178,2217.530197,-3660.087912,8095.148306,-4786.083753,9221.144147
42179,2217.530197,-3663.05873,8098.119125,-4789.623702,9224.684096
42180,2217.530197,-3666.028049,8101.088443,-4793.161864,9228.222258
42181,2217.530197,-3668.99587,8104.056265,-4796.698241,9231.758635
42182,2217.530197,-3671.962196,8107.02259,-4800.232836,9235.29323
42183,2217.530197,-3674.927028,8109.987422,-4803.765651,9238.826045
42184,2217.530197,-3677.890369,8112.950764,-4807.29669,9242.357084
42185,2217.530197,-3680.852222,8115.912616,-4810.825955,9245.886349
42186,2217.530197,-3683.812588,8118.872982,-4814.353449,9249.413843
42187,2217.530197,-3686.771469,8121.831864,-4817.879173,9252.939568
42188,2217.530197,-3689.728869,8124.789263,-4821.403132,9256.463526
42189,2217.530197,-3692.684789,8127.745183,-4824.925328,9259.985722
42190,2217.530197,-3695.639231,8130.699625,-4828.445763,9263.506157
42191,2217.530197,-3698.592197,8133.652591,-4831.96444,9267.024834
42192,2217.530197,-3701.543691,8136.604085,-4835.481361,9270.541755
42193,2217.530197,-3704.493713,8139.554107,-4838.99653,9274.056924
42194,2217.530197,-3707.442267,8142.502661,-4842.509948,9277.570342
42195,2217.530197,-3710.389354,8145.449748,-4846.021619,9281.082013
42196,2217.530197,-3713.334977,8148.395371,-4849.531544,9284.591939
42197,2217.530197,-3716.279137,8151.339531,-4853.039728,9288.100122
42198,2217.530197,-3719.221837,8154.282231,-4856.546172,9291.606566
42199,2217.530197,-3722.16308,8157.223474,-4860.050878,9295.111272
42200,2217.530197,-3725.102866,8160.16326,-4863.55385,9298.614244
42201,2217.530197,-3728.041199,8163.101593,-4867.05509,9302.115484
42202,2217.530197,-3730.978081,8166.038475,-4870.5546,9305.614994
42203,2217.530197,-3733.913513,8168.973907,-4874.052383,9309.112778
42204,2217.530197,-3736.847499,8171.907893,-4877.548442,9312.608837
42205,2217.530197,-3739.780039,8174.840433,-4881.04278,9316.103174
42206,2217.530197,-3742.711136,8177.77153,-4884.535398,9319.595792
42207,2217.530197,-3745.640793,8180.701187,-4888.026299,9323.086693
42208,2217.530197,-3748.569011,8183.629405,-4891.515486,9326.57588
42209,2217.530197,-3751.495792,8186.556187,-4895.002961,9330.063355
42210,2217.530197,-3754.42114,8189.481534,-4898.488727,9333.549121
42211,2217.530197,-3757.345055,8192.405449,-4901.972787,9337.033181
42212,2217.530197,-3760.267539,8195.327933,-4905.455142,9340.515536
42213,2217.530197,-3763.188596,8198.24899,-4908.935796,9343.99619
42214,2217.530197,-3766.108227,8201.168621,-4912.41475,9347.475145
42215,2217.530197,-3769.026433,8204.086827,-4915.892008,9350.952402
42216,2217.530197,-3771.943218,8207.003612,-4919.367572,9354.427966
42217,2217.530197,-3774.858584,8209.918978,-4922.841444,9357.901838
42218,2217.530197,-3777.772531,8212.832925,-4926.313627,9361.374021
42219,2217.530197,-3780.685063,8215.745457,-4929.784122,9364.844516
42220,2217.530197,-3783.596181,8218.656576,-4933.252934,9368.313328
42221,2217.530197,-3786.505888,8221.566282,-4936.720064,9371.780458
42222,2217.530197,-3789.414186,8224.47458,-4940.185514,9375.245908
42223,2217.530197,-3792.321076,8227.38147,-4943.649287,9378.709681
42224,2217.530197,-3795.226561,8230.286955,-4947.111386,9382.17178
42225,2217.530197,-3798.130642,8233.191036,-4950.571812,9385.632206
42226,2217.530197,-3801.033322,8236.093716,-4954.030569,9389.090963
42227,2217.530197,-3803.934603,8238.994997,-4957.487658,9392.548052
42228,2217.530197,-3806.834487,8241.894881,-4960.943083,9396.003477
42229,2217.530197,-3809.732975,8244.793369,-4964.396845,9399.457239
42230,2217.530197,-3812.630071,8247.690465,-4967.848947,9402.909341
42231,2217.530197,-3815.525775,8250.586169,-4971.299391,9406.359785
42232,2217.530197,-3818.42009,8253.480484,-4974.74818,9409.808574
42233,2217.530197,-3821.313017,8256.373411,-4978.195316,9413.25571
42234,2217.530197,-3824.20456,8259.264954,-4981.640801,9416.701195
42235,2217.530197,-3827.094719,8262.155113,-4985.084638,9420.145032
42236,2217.530197,-3829.983497,8265.043891,-4988.52683,9423.587224
42237,2217.530197,-3832.870896,8267.93129,-4991.967377,9427.027772
42238,2217.530197,-3835.756917,8270.817311,-4995.406284,9430.466678
42239,2217.530197,-3838.641563,8273.701958,-4998.843552,9433.903946
42240,2217.530197,-3841.524836,8276.58523,-5002.279184,9437.339578
42241,2217.530197,-3844.406738,8279.467132,-5005.713181,9440.773575
42242,2217.530197,-3847.28727,8282.347664,-5009.145547,9444.205941
42243,2217.530197,-3850.166434,8285.226828,-5012.576283,9447.636677
42244,2217.530197,-3853.044233,8288.104627,-5016.005392,9451.065786
42245,2217.530197,-3855.920669,8290.981063,-5019.432876,9454.49327
42246,2217.530197,-3858.795742,8293.856136,-5022.858738,9457.919132
42247,2217.530197,-3861.669456,8296.729851,-5026.282979,9461.343373
42248,2217.530197,-3864.541813,8299.602207,-5029.705603,9464.765997
42249,2217.530197,-3867.412813,8302.473207,-5033.12661,9468.187005
42250,2217.530197,-3870.282459,8305.342853,-5036.546005,9471.606399
42251,2217.530197,-3873.150754,8308.211148,-5039.963789,9475.024183
42252,2217.530197,-3876.017698,8311.078092,-5043.379963,9478.440357
42253,2217.530197,-3878.883294,8313.943688,-5046.794532,9481.854926
42254,2217.530197,-3881.747544,8316.807938,-5050.207495,9485.26789
42255,2217.530197,-3884.610449,8319.670843,-5053.618857,9488.679252
42256,2217.530197,-3887.472011,8322.532406,-5057.02862,9492.089014
42257,2217.530197,-3890.332233,8325.392628,-5060.436784,9495.497178
42258,2217.530197,-3893.191117,8328.251511,-5063.843354,9498.903748
42259,2217.530197,-3896.048663,8331.109057,-5067.24833,9502.308724
42260,2217.530197,-3898.904874,8333.965268,-5070.651716,9505.71211
42261,2217.530197,-3901.759753,8336.820147,-5074.053513,9509.113907
42262,2217.530197,-3904.613299,8339.673693,-5077.453724,9512.514118
42263,2217.530197,-3907.465517,8342.525911,-5080.852351,9515.912745
42264,2217.530197,-3910.316407,8345.376801,-5084.249396,9519.30979
42265,2217.530197,-3913.165971,8348.226365,-5087.644861,9522.705255
42266,2217.530197,-3916.014211,8351.074605,-5091.038748,9526.099143
42267,2217.530197,-3918.86113,8353.921524,-5094.431061,9529.491455
42268,2217.530197,-3921.706728,8356.767122,-5097.8218,9532.882194
42269,2217.530197,-3924.551007,8359.611401,-5101.210968,9536.271362
42270,2217.530197,-3927.393971,8362.454365,-5104.598568,9539.658962
